"","V1","V2","V3","prob","cumul.prob","V6"
"2692",60,32,8,2.05121442902217e-12,1.76748798733673e-09,40.64
"2693",32,60,8,2.05121442902217e-12,1.76953920176576e-09,40.64
"2694",60,8,32,2.05121442902217e-12,1.77159041619478e-09,40.64
"2695",8,60,32,2.05121442902217e-12,1.7736416306238e-09,40.64
"2696",32,8,60,2.05121442902217e-12,1.77569284505282e-09,40.64
"2697",8,32,60,2.05121442902217e-12,1.77774405948185e-09,40.64
"2698",59,34,7,8.77524889421275e-13,1.77862158437127e-09,40.58
"2699",34,59,7,8.77524889421275e-13,1.77949910926069e-09,40.58
"2700",59,7,34,8.77524889421275e-13,1.78037663415011e-09,40.58
"2701",7,59,34,8.77524889421275e-13,1.78125415903953e-09,40.58
"2702",34,7,59,8.77524889421275e-13,1.78213168392895e-09,40.58
"2703",7,34,59,8.77524889421275e-13,1.78300920881837e-09,40.58
"2704",56,39,5,1.0405024849617e-13,1.78311325906687e-09,40.46
"2705",39,56,5,1.0405024849617e-13,1.78321730931537e-09,40.46
"2706",56,5,39,1.0405024849617e-13,1.78332135956386e-09,40.46
"2707",5,56,39,1.0405024849617e-13,1.78342540981236e-09,40.46
"2708",39,5,56,1.0405024849617e-13,1.78352946006085e-09,40.46
"2709",5,39,56,1.0405024849617e-13,1.78363351030935e-09,40.46
"2710",63,22,15,6.21405447066206e-11,1.84577405501597e-09,40.34
"2711",22,63,15,6.21405447066206e-11,1.90791459972259e-09,40.34
"2712",63,15,22,6.21405447066206e-11,1.97005514442921e-09,40.34
"2713",15,63,22,6.21405447066206e-11,2.03219568913583e-09,40.34
"2714",22,15,63,6.21405447066206e-11,2.09433623384245e-09,40.34
"2715",15,22,63,6.21405447066206e-11,2.15647677854907e-09,40.34
"2716",53,43,4,2.92143352272284e-14,2.1565059928843e-09,40.22
"2717",43,53,4,2.92143352272284e-14,2.15653520721953e-09,40.22
"2718",53,4,43,2.92143352272284e-14,2.15656442155476e-09,40.22
"2719",4,53,43,2.92143352272284e-14,2.15659363588998e-09,40.22
"2720",43,4,53,2.92143352272284e-14,2.15662285022521e-09,40.22
"2721",4,43,53,2.92143352272284e-14,2.15665206456044e-09,40.22
"2722",63,21,16,8.54432489716048e-11,2.24209531353204e-09,39.98
"2723",21,63,16,8.54432489716048e-11,2.32753856250365e-09,39.98
"2724",63,16,21,8.54432489716048e-11,2.41298181147525e-09,39.98
"2725",16,63,21,8.54432489716048e-11,2.49842506044686e-09,39.98
"2726",21,16,63,8.54432489716048e-11,2.58386830941846e-09,39.98
"2727",16,21,63,8.54432489716048e-11,2.66931155839007e-09,39.98
"2728",62,26,12,2.978693501698e-11,2.69909849340705e-09,39.92
"2729",26,62,12,2.978693501698e-11,2.72888542842403e-09,39.92
"2730",62,12,26,2.978693501698e-11,2.75867236344101e-09,39.92
"2731",12,62,26,2.978693501698e-11,2.78845929845799e-09,39.92
"2732",26,12,62,2.978693501698e-11,2.81824623347497e-09,39.92
"2733",12,26,62,2.978693501698e-11,2.84803316849195e-09,39.92
"2734",61,29,10,1.11191514403829e-11,2.85915231993233e-09,39.86
"2735",29,61,10,1.11191514403829e-11,2.87027147137271e-09,39.86
"2736",61,10,29,1.11191514403829e-11,2.88139062281309e-09,39.86
"2737",10,61,29,1.11191514403829e-11,2.89250977425348e-09,39.86
"2738",29,10,61,1.11191514403829e-11,2.90362892569386e-09,39.86
"2739",10,29,61,1.11191514403829e-11,2.91474807713424e-09,39.86
"2740",63,20,17,1.05547542847274e-10,3.02029561998152e-09,39.74
"2741",20,63,17,1.05547542847274e-10,3.12584316282879e-09,39.74
"2742",63,17,20,1.05547542847274e-10,3.23139070567606e-09,39.74
"2743",17,63,20,1.05547542847274e-10,3.33693824852334e-09,39.74
"2744",20,17,63,1.05547542847274e-10,3.44248579137061e-09,39.74
"2745",17,20,63,1.05547542847274e-10,3.54803333421789e-09,39.74
"2746",52,44,4,3.51899947055256e-14,3.54806852421259e-09,39.68
"2747",44,52,4,3.51899947055256e-14,3.5481037142073e-09,39.68
"2748",52,4,44,3.51899947055256e-14,3.548138904202e-09,39.68
"2749",4,52,44,3.51899947055256e-14,3.54817409419671e-09,39.68
"2750",44,4,52,3.51899947055256e-14,3.54820928419141e-09,39.68
"2751",4,44,52,3.51899947055256e-14,3.54824447418612e-09,39.68
"2752",57,37,6,4.5088441015008e-13,3.54869535859627e-09,39.62
"2753",37,57,6,4.5088441015008e-13,3.54914624300642e-09,39.62
"2754",63,19,18,1.17275047608082e-10,3.6664212906145e-09,39.62
"2755",19,63,18,1.17275047608082e-10,3.78369633822258e-09,39.62
"2756",63,18,19,1.17275047608082e-10,3.90097138583066e-09,39.62
"2757",18,63,19,1.17275047608082e-10,4.01824643343875e-09,39.62
"2758",57,6,37,4.5088441015008e-13,4.0186973178489e-09,39.62
"2759",6,57,37,4.5088441015008e-13,4.01914820225905e-09,39.62
"2760",37,6,57,4.5088441015008e-13,4.0195990866692e-09,39.62
"2761",6,37,57,4.5088441015008e-13,4.02004997107935e-09,39.62
"2762",19,18,63,1.17275047608082e-10,4.13732501868743e-09,39.62
"2763",18,19,63,1.17275047608082e-10,4.25460006629551e-09,39.62
"2764",55,40,5,1.45670347894637e-13,4.2547457366434e-09,39.5
"2765",40,55,5,1.45670347894637e-13,4.2548914069913e-09,39.5
"2766",55,5,40,1.45670347894637e-13,4.25503707733919e-09,39.5
"2767",5,55,40,1.45670347894637e-13,4.25518274768709e-09,39.5
"2768",40,5,55,1.45670347894637e-13,4.25532841803498e-09,39.5
"2769",5,40,55,1.45670347894637e-13,4.25547408838288e-09,39.5
"2770",51,45,4,4.066399388194e-14,4.25551475237676e-09,39.26
"2771",45,51,4,4.066399388194e-14,4.25555541637064e-09,39.26
"2772",60,31,9,7.2932068587452e-12,4.26284862322939e-09,39.26
"2773",31,60,9,7.2932068587452e-12,4.27014183008813e-09,39.26
"2774",60,9,31,7.2932068587452e-12,4.27743503694688e-09,39.26
"2775",9,60,31,7.2932068587452e-12,4.28472824380562e-09,39.26
"2776",51,4,45,4.066399388194e-14,4.2847689077995e-09,39.26
"2777",4,51,45,4.066399388194e-14,4.28480957179339e-09,39.26
"2778",45,4,51,4.066399388194e-14,4.28485023578727e-09,39.26
"2779",4,45,51,4.066399388194e-14,4.28489089978115e-09,39.26
"2780",31,9,60,7.2932068587452e-12,4.29218410663990e-09,39.26
"2781",9,31,60,7.2932068587452e-12,4.29947731349864e-09,39.26
"2782",58,35,7,1.47925624216726e-12,4.30095656974081e-09,39.14
"2783",35,58,7,1.47925624216726e-12,4.30243582598297e-09,39.14
"2784",62,25,13,5.957387003396e-11,4.36200969601693e-09,39.14
"2785",25,62,13,5.957387003396e-11,4.42158356605089e-09,39.14
"2786",62,13,25,5.957387003396e-11,4.48115743608485e-09,39.14
"2787",13,62,25,5.957387003396e-11,4.54073130611881e-09,39.14
"2788",58,7,35,1.47925624216726e-12,4.54221056236098e-09,39.14
"2789",7,58,35,1.47925624216726e-12,4.54368981860315e-09,39.14
"2790",35,7,58,1.47925624216726e-12,4.54516907484532e-09,39.14
"2791",7,35,58,1.47925624216726e-12,4.54664833108748e-09,39.14
"2792",25,13,62,5.957387003396e-11,4.60622220112144e-09,39.14
"2793",13,25,62,5.957387003396e-11,4.6657960711554e-09,39.14
"2794",59,33,8,3.72948078004041e-12,4.66952555193544e-09,39.02
"2795",33,59,8,3.72948078004041e-12,4.67325503271548e-09,39.02
"2796",59,8,33,3.72948078004041e-12,4.67698451349552e-09,39.02
"2797",8,59,33,3.72948078004041e-12,4.68071399427557e-09,39.02
"2798",33,8,59,3.72948078004041e-12,4.68444347505561e-09,39.02
"2799",8,33,59,3.72948078004041e-12,4.68817295583565e-09,39.02
"2800",50,46,4,4.50839932169356e-14,4.68821803982886e-09,38.96
"2801",46,50,4,4.50839932169356e-14,4.68826312382208e-09,38.96
"2802",50,4,46,4.50839932169356e-14,4.6883082078153e-09,38.96
"2803",4,50,46,4.50839932169356e-14,4.68835329180851e-09,38.96
"2804",46,4,50,4.50839932169356e-14,4.68839837580173e-09,38.96
"2805",4,46,50,4.50839932169356e-14,4.68844345979495e-09,38.96
"2806",61,28,11,2.93141265246449e-11,4.71775758631959e-09,38.78
"2807",28,61,11,2.93141265246449e-11,4.74707171284424e-09,38.78
"2808",61,11,28,2.93141265246449e-11,4.77638583936888e-09,38.78
"2809",11,61,28,2.93141265246449e-11,4.80569996589353e-09,38.78
"2810",28,11,61,2.93141265246449e-11,4.83501409241817e-09,38.78
"2811",11,28,61,2.93141265246449e-11,4.86432821894282e-09,38.78
"2812",49,47,4,4.79616949116338e-14,4.86437618063773e-09,38.78
"2813",47,49,4,4.79616949116338e-14,4.86442414233264e-09,38.78
"2814",49,4,47,4.79616949116338e-14,4.86447210402755e-09,38.78
"2815",4,49,47,4.79616949116338e-14,4.86452006572246e-09,38.78
"2816",47,4,49,4.79616949116338e-14,4.86456802741738e-09,38.78
"2817",4,47,49,4.79616949116338e-14,4.86461598911229e-09,38.78
"2818",48,48,4,4.89608968889601e-14,4.86466495000918e-09,38.72
"2819",48,4,48,4.89608968889601e-14,4.86471391090606e-09,38.72
"2820",4,48,48,4.89608968889601e-14,4.86476287180295e-09,38.72
"2821",54,41,5,1.95411442297681e-13,4.86495828324525e-09,38.66
"2822",41,54,5,1.95411442297681e-13,4.86515369468755e-09,38.66
"2823",54,5,41,1.95411442297681e-13,4.86534910612985e-09,38.66
"2824",5,54,41,1.95411442297681e-13,4.86554451757214e-09,38.66
"2825",41,5,54,1.95411442297681e-13,4.86573992901444e-09,38.66
"2826",5,41,54,1.95411442297681e-13,4.86593534045674e-09,38.66
"2827",56,38,6,6.76326615225118e-13,4.86661166707196e-09,38.48
"2828",38,56,6,6.76326615225118e-13,4.86728799368719e-09,38.48
"2829",62,24,14,1.06381910774928e-10,4.97366990446212e-09,38.48
"2830",24,62,14,1.06381910774928e-10,5.08005181523705e-09,38.48
"2831",62,14,24,1.06381910774928e-10,5.18643372601197e-09,38.48
"2832",14,62,24,1.06381910774928e-10,5.2928156367869e-09,38.48
"2833",56,6,38,6.76326615225118e-13,5.29349196340213e-09,38.48
"2834",6,56,38,6.76326615225118e-13,5.29416829001735e-09,38.48
"2835",38,6,56,6.76326615225118e-13,5.29484461663258e-09,38.48
"2836",6,38,56,6.76326615225118e-13,5.2955209432478e-09,38.48
"2837",24,14,62,1.06381910774928e-10,5.40190285402273e-09,38.48
"2838",14,24,62,1.06381910774928e-10,5.50828476479766e-09,38.48
"2839",60,30,10,2.26089412621107e-11,5.53089370605977e-09,38
"2840",30,60,10,2.26089412621107e-11,5.55350264732188e-09,38
"2841",60,10,30,2.26089412621107e-11,5.57611158858399e-09,38
"2842",10,60,30,2.26089412621107e-11,5.5987205298461e-09,38
"2843",30,10,60,2.26089412621107e-11,5.62132947110821e-09,38
"2844",10,30,60,2.26089412621107e-11,5.64393841237032e-09,38
"2845",53,42,5,2.5124328295418e-13,5.64418965565328e-09,37.94
"2846",42,53,5,2.5124328295418e-13,5.64444089893623e-09,37.94
"2847",62,23,15,1.70211057239888e-10,5.81465195617612e-09,37.94
"2848",23,62,15,1.70211057239888e-10,5.98486301341601e-09,37.94
"2849",62,15,23,1.70211057239888e-10,6.15507407065590e-09,37.94
"2850",15,62,23,1.70211057239888e-10,6.32528512789578e-09,37.94
"2851",53,5,42,2.5124328295418e-13,6.32553637117874e-09,37.94
"2852",5,53,42,2.5124328295418e-13,6.32578761446169e-09,37.94
"2853",42,5,53,2.5124328295418e-13,6.32603885774465e-09,37.94
"2854",5,42,53,2.5124328295418e-13,6.3262901010276e-09,37.94
"2855",23,15,62,1.70211057239888e-10,6.49650115826749e-09,37.94
"2856",15,23,62,1.70211057239888e-10,6.66671221550738e-09,37.94
"2857",57,36,7,2.38324616793612e-12,6.66909546167531e-09,37.82
"2858",36,57,7,2.38324616793612e-12,6.67147870784325e-09,37.82
"2859",61,27,12,6.83996285575074e-11,6.73987833640075e-09,37.82
"2860",27,61,12,6.83996285575074e-11,6.80827796495826e-09,37.82
"2861",61,12,27,6.83996285575074e-11,6.87667759351577e-09,37.82
"2862",12,61,27,6.83996285575074e-11,6.94507722207328e-09,37.82
"2863",57,7,36,2.38324616793612e-12,6.94746046824121e-09,37.82
"2864",7,57,36,2.38324616793612e-12,6.94984371440915e-09,37.82
"2865",36,7,57,2.38324616793612e-12,6.95222696057709e-09,37.82
"2866",7,36,57,2.38324616793612e-12,6.95461020674502e-09,37.82
"2867",27,12,61,6.83996285575074e-11,7.02300983530253e-09,37.82
"2868",12,27,61,6.83996285575074e-11,7.09140946386004e-09,37.82
"2869",59,32,9,1.36747628601485e-11,7.10508422672018e-09,37.58
"2870",32,59,9,1.36747628601485e-11,7.11875898958033e-09,37.58
"2871",59,9,32,1.36747628601485e-11,7.13243375244048e-09,37.58
"2872",9,59,32,1.36747628601485e-11,7.14610851530063e-09,37.58
"2873",32,9,59,1.36747628601485e-11,7.15978327816078e-09,37.58
"2874",9,32,59,1.36747628601485e-11,7.17345804102093e-09,37.58
"2875",62,22,16,2.44678394782339e-10,7.41813643580327e-09,37.52
"2876",22,62,16,2.44678394782339e-10,7.6628148305856e-09,37.52
"2877",62,16,22,2.44678394782339e-10,7.90749322536794e-09,37.52
"2878",16,62,22,2.44678394782339e-10,8.15217162015028e-09,37.52
"2879",22,16,62,2.44678394782339e-10,8.39685001493262e-09,37.52
"2880",16,22,62,2.44678394782339e-10,8.64152840971496e-09,37.52
"2881",58,34,8,6.47174605948154e-12,8.64800015577444e-09,37.52
"2882",34,58,8,6.47174605948154e-12,8.65447190183392e-09,37.52
"2883",58,8,34,6.47174605948154e-12,8.6609436478934e-09,37.52
"2884",8,58,34,6.47174605948154e-12,8.66741539395289e-09,37.52
"2885",34,8,58,6.47174605948154e-12,8.67388714001237e-09,37.52
"2886",8,34,58,6.47174605948154e-12,8.68035888607185e-09,37.52
"2887",55,39,6,9.71135652630907e-13,8.68133002172448e-09,37.46
"2888",39,55,6,9.71135652630907e-13,8.68230115737711e-09,37.46
"2889",55,6,39,9.71135652630907e-13,8.68327229302974e-09,37.46
"2890",6,55,39,9.71135652630907e-13,8.68424342868237e-09,37.46
"2891",39,6,55,9.71135652630907e-13,8.685214564335e-09,37.46
"2892",6,39,55,9.71135652630907e-13,8.68618569998763e-09,37.46
"2893",52,43,5,3.09671953408619e-13,8.68649537194104e-09,37.34
"2894",43,52,5,3.09671953408619e-13,8.68680504389445e-09,37.34
"2895",52,5,43,3.09671953408619e-13,8.68711471584786e-09,37.34
"2896",5,52,43,3.09671953408619e-13,8.68742438780127e-09,37.34
"2897",43,5,52,3.09671953408619e-13,8.68773405975468e-09,37.34
"2898",5,43,52,3.09671953408619e-13,8.68804373170808e-09,37.34
"2899",62,21,17,3.16642628541839e-10,9.00468636024992e-09,37.22
"2900",21,62,17,3.16642628541839e-10,9.32132898879176e-09,37.22
"2901",62,17,21,3.16642628541839e-10,9.6379716173336e-09,37.22
"2902",17,62,21,3.16642628541839e-10,9.95461424587544e-09,37.22
"2903",21,17,62,3.16642628541839e-10,1.02712568744173e-08,37.22
"2904",17,21,62,3.16642628541839e-10,1.05878995029591e-08,37.22
"2905",62,20,18,3.69416399965472e-10,1.09573159029246e-08,37.04
"2906",20,62,18,3.69416399965472e-10,1.13267323028901e-08,37.04
"2907",62,18,20,3.69416399965472e-10,1.16961487028555e-08,37.04
"2908",18,62,20,3.69416399965472e-10,1.2065565102821e-08,37.04
"2909",20,18,62,3.69416399965472e-10,1.24349815027865e-08,37.04
"2910",18,20,62,3.69416399965472e-10,1.28043979027519e-08,37.04
"2911",61,26,13,1.4206076700405e-10,1.2946458669756e-08,36.98
"2912",26,61,13,1.4206076700405e-10,1.308851943676e-08,36.98
"2913",62,19,19,3.88859368384712e-10,1.34773788051448e-08,36.98
"2914",19,62,19,3.88859368384712e-10,1.38662381735295e-08,36.98
"2915",61,13,26,1.4206076700405e-10,1.40082989405335e-08,36.98
"2916",13,61,26,1.4206076700405e-10,1.41503597075376e-08,36.98
"2917",26,13,61,1.4206076700405e-10,1.42924204745416e-08,36.98
"2918",13,26,61,1.4206076700405e-10,1.44344812415457e-08,36.98
"2919",19,19,62,3.88859368384712e-10,1.48233406099304e-08,36.98
"2920",51,44,5,3.65975944937479e-13,1.48237065858753e-08,36.86
"2921",44,51,5,3.65975944937479e-13,1.48240725618203e-08,36.86
"2922",51,5,44,3.65975944937479e-13,1.48244385377652e-08,36.86
"2923",5,51,44,3.65975944937479e-13,1.48248045137101e-08,36.86
"2924",44,5,51,3.65975944937479e-13,1.48251704896551e-08,36.86
"2925",5,44,51,3.65975944937479e-13,1.48255364656e-08,36.86
"2926",60,29,11,6.16607488966669e-11,1.48871972144967e-08,36.86
"2927",29,60,11,6.16607488966669e-11,1.49488579633933e-08,36.86
"2928",60,11,29,6.16607488966669e-11,1.501051871229e-08,36.86
"2929",11,60,29,6.16607488966669e-11,1.50721794611867e-08,36.86
"2930",29,11,60,6.16607488966669e-11,1.51338402100833e-08,36.86
"2931",11,29,60,6.16607488966669e-11,1.519550095898e-08,36.86
"2932",56,37,7,3.6714873397935e-12,1.51991724463198e-08,36.62
"2933",37,56,7,3.6714873397935e-12,1.52028439336596e-08,36.62
"2934",56,7,37,3.6714873397935e-12,1.52065154209994e-08,36.62
"2935",7,56,37,3.6714873397935e-12,1.52101869083392e-08,36.62
"2936",37,7,56,3.6714873397935e-12,1.5213858395679e-08,36.62
"2937",7,37,56,3.6714873397935e-12,1.52175298830188e-08,36.62
"2938",54,40,6,1.33531152236752e-12,1.52188651945411e-08,36.56
"2939",40,54,6,1.33531152236752e-12,1.52202005060635e-08,36.56
"2940",54,6,40,1.33531152236752e-12,1.52215358175859e-08,36.56
"2941",6,54,40,1.33531152236752e-12,1.52228711291082e-08,36.56
"2942",40,6,54,1.33531152236752e-12,1.52242064406306e-08,36.56
"2943",6,40,54,1.33531152236752e-12,1.5225541752153e-08,36.56
"2944",50,45,5,4.14772737595793e-13,1.52259565248906e-08,36.5
"2945",45,50,5,4.14772737595793e-13,1.52263712976282e-08,36.5
"2946",50,5,45,4.14772737595793e-13,1.52267860703658e-08,36.5
"2947",5,50,45,4.14772737595793e-13,1.52272008431034e-08,36.5
"2948",45,5,50,4.14772737595793e-13,1.5227615615841e-08,36.5
"2949",5,45,50,4.14772737595793e-13,1.52280303885786e-08,36.5
"2950",49,46,5,4.50839932169378e-13,1.52284812285107e-08,36.26
"2951",46,49,5,4.50839932169378e-13,1.52289320684429e-08,36.26
"2952",59,31,10,4.37592411524737e-11,1.52726913095954e-08,36.26
"2953",31,59,10,4.37592411524737e-11,1.53164505507478e-08,36.26
"2954",61,25,14,2.63827138721803e-10,1.55802776894696e-08,36.26
"2955",25,61,14,2.63827138721803e-10,1.58441048281914e-08,36.26
"2956",61,14,25,2.63827138721803e-10,1.61079319669132e-08,36.26
"2957",14,61,25,2.63827138721803e-10,1.6371759105635e-08,36.26
"2958",59,10,31,4.37592411524737e-11,1.64155183467875e-08,36.26
"2959",10,59,31,4.37592411524737e-11,1.645927758794e-08,36.26
"2960",49,5,46,4.50839932169378e-13,1.64597284278722e-08,36.26
"2961",5,49,46,4.50839932169378e-13,1.64601792678043e-08,36.26
"2962",46,5,49,4.50839932169378e-13,1.64606301077365e-08,36.26
"2963",5,46,49,4.50839932169378e-13,1.64610809476687e-08,36.26
"2964",31,10,59,4.37592411524737e-11,1.65048401888211e-08,36.26
"2965",10,31,59,4.37592411524737e-11,1.65485994299736e-08,36.26
"2966",25,14,61,2.63827138721803e-10,1.68124265686954e-08,36.26
"2967",14,25,61,2.63827138721803e-10,1.70762537074172e-08,36.26
"2968",48,47,5,4.70024610133998e-13,1.70767237320274e-08,36.14
"2969",47,48,5,4.70024610133998e-13,1.70771937566375e-08,36.14
"2970",48,5,47,4.70024610133998e-13,1.70776637812476e-08,36.14
"2971",5,48,47,4.70024610133998e-13,1.70781338058578e-08,36.14
"2972",47,5,48,4.70024610133998e-13,1.70786038304679e-08,36.14
"2973",5,47,48,4.70024610133998e-13,1.7079073855078e-08,36.14
"2974",57,35,8,1.07246077557125e-11,1.70897984628337e-08,36.14
"2975",35,57,8,1.07246077557125e-11,1.71005230705895e-08,36.14
"2976",57,8,35,1.07246077557125e-11,1.71112476783452e-08,36.14
"2977",8,57,35,1.07246077557125e-11,1.71219722861009e-08,36.14
"2978",35,8,57,1.07246077557125e-11,1.71326968938566e-08,36.14
"2979",8,35,57,1.07246077557125e-11,1.71434215016123e-08,36.14
"2980",58,33,9,2.44488184469305e-11,1.71678703200592e-08,36.02
"2981",33,58,9,2.44488184469305e-11,1.71923191385062e-08,36.02
"2982",58,9,33,2.44488184469305e-11,1.72167679569531e-08,36.02
"2983",9,58,33,2.44488184469305e-11,1.72412167754e-08,36.02
"2984",33,9,58,2.44488184469305e-11,1.7265665593847e-08,36.02
"2985",9,33,58,2.44488184469305e-11,1.72901144122939e-08,36.02
"2986",60,28,12,1.49013476500268e-10,1.74391278887942e-08,35.84
"2987",28,60,12,1.49013476500268e-10,1.75881413652944e-08,35.84
"2988",60,12,28,1.49013476500268e-10,1.77371548417947e-08,35.84
"2989",12,60,28,1.49013476500268e-10,1.7886168318295e-08,35.84
"2990",28,12,60,1.49013476500268e-10,1.80351817947952e-08,35.84
"2991",12,28,60,1.49013476500268e-10,1.81841952712955e-08,35.84
"2992",53,41,6,1.75870298067922e-12,1.81859539742762e-08,35.78
"2993",41,53,6,1.75870298067922e-12,1.81877126772569e-08,35.78
"2994",53,6,41,1.75870298067922e-12,1.81894713802375e-08,35.78
"2995",6,53,41,1.75870298067922e-12,1.81912300832182e-08,35.78
"2996",41,6,53,1.75870298067922e-12,1.81929887861989e-08,35.78
"2997",6,41,53,1.75870298067922e-12,1.81947474891796e-08,35.78
"2998",61,24,15,4.39711897869667e-10,1.86344593870492e-08,35.66
"2999",24,61,15,4.39711897869667e-10,1.90741712849189e-08,35.66
"3000",61,15,24,4.39711897869667e-10,1.95138831827886e-08,35.66
"3001",15,61,24,4.39711897869667e-10,1.99535950806582e-08,35.66
"3002",24,15,61,4.39711897869667e-10,2.03933069785279e-08,35.66
"3003",15,24,61,4.39711897869667e-10,2.08330188763976e-08,35.66
"3004",55,38,7,5.41061292180066e-12,2.08384294893194e-08,35.54
"3005",38,55,7,5.41061292180066e-12,2.08438401022412e-08,35.54
"3006",55,7,38,5.41061292180066e-12,2.0849250715163e-08,35.54
"3007",7,55,38,5.41061292180066e-12,2.08546613280848e-08,35.54
"3008",38,7,55,5.41061292180066e-12,2.08600719410066e-08,35.54
"3009",7,38,55,5.41061292180066e-12,2.08654825539284e-08,35.54
"3010",61,23,16,6.59567846804498e-10,2.15250504007329e-08,35.18
"3011",23,61,16,6.59567846804498e-10,2.21846182475374e-08,35.18
"3012",61,16,23,6.59567846804498e-10,2.28441860943419e-08,35.18
"3013",16,61,23,6.59567846804498e-10,2.35037539411464e-08,35.18
"3014",23,16,61,6.59567846804498e-10,2.41633217879509e-08,35.18
"3015",16,23,61,6.59567846804498e-10,2.48228896347554e-08,35.18
"3016",52,42,6,2.21931566609521e-12,2.48251089504215e-08,35.12
"3017",42,52,6,2.21931566609521e-12,2.48273282660876e-08,35.12
"3018",52,6,42,2.21931566609521e-12,2.48295475817536e-08,35.12
"3019",6,52,42,2.21931566609521e-12,2.48317668974197e-08,35.12
"3020",42,6,52,2.21931566609521e-12,2.48339862130858e-08,35.12
"3021",6,42,52,2.21931566609521e-12,2.48362055287519e-08,35.12
"3022",59,30,11,1.23321497793334e-10,2.49595270265453e-08,35.06
"3023",30,59,11,1.23321497793334e-10,2.50828485243386e-08,35.06
"3024",59,11,30,1.23321497793334e-10,2.52061700221319e-08,35.06
"3025",11,59,30,1.23321497793334e-10,2.53294915199253e-08,35.06
"3026",30,11,59,1.23321497793334e-10,2.54528130177186e-08,35.06
"3027",11,30,59,1.23321497793334e-10,2.55761345155119e-08,35.06
"3028",60,27,13,3.20952103231352e-10,2.58970866187433e-08,34.94
"3029",27,60,13,3.20952103231352e-10,2.62180387219746e-08,34.94
"3030",60,13,27,3.20952103231352e-10,2.6538990825206e-08,34.94
"3031",13,60,27,3.20952103231352e-10,2.68599429284373e-08,34.94
"3032",27,13,60,3.20952103231352e-10,2.71808950316687e-08,34.94
"3033",13,27,60,3.20952103231352e-10,2.75018471349e-08,34.94
"3034",56,36,8,1.69806289465444e-11,2.75188277638466e-08,34.88
"3035",36,56,8,1.69806289465444e-11,2.75358083927931e-08,34.88
"3036",56,8,36,1.69806289465444e-11,2.75527890217397e-08,34.88
"3037",8,56,36,1.69806289465444e-11,2.75697696506862e-08,34.88
"3038",36,8,56,1.69806289465444e-11,2.75867502796328e-08,34.88
"3039",8,36,56,1.69806289465444e-11,2.76037309085793e-08,34.88
"3040",61,22,17,8.92356498617904e-10,2.84960874071972e-08,34.82
"3041",22,61,17,8.92356498617904e-10,2.93884439058151e-08,34.82
"3042",61,17,22,8.92356498617904e-10,3.0280800404433e-08,34.82
"3043",17,61,22,8.92356498617904e-10,3.11731569030509e-08,34.82
"3044",22,17,61,8.92356498617904e-10,3.20655134016688e-08,34.82
"3045",17,22,61,8.92356498617904e-10,3.29578699002867e-08,34.82
"3046",58,32,10,8.06811008748731e-11,3.30385510011616e-08,34.64
"3047",32,58,10,8.06811008748731e-11,3.31192321020365e-08,34.64
"3048",58,10,32,8.06811008748731e-11,3.31999132029114e-08,34.64
"3049",10,58,32,8.06811008748731e-11,3.32805943037862e-08,34.64
"3050",32,10,58,8.06811008748731e-11,3.33612754046611e-08,34.64
"3051",10,32,58,8.06811008748731e-11,3.3441956505536e-08,34.64
"3052",51,43,6,2.6838235962081e-12,3.34446403291322e-08,34.58
"3053",43,51,6,2.6838235962081e-12,3.34473241527284e-08,34.58
"3054",54,39,7,7.63035155638593e-12,3.34549545042848e-08,34.58
"3055",39,54,7,7.63035155638593e-12,3.34625848558412e-08,34.58
"3056",57,34,9,4.17068079388831e-11,3.35042916637801e-08,34.58
"3057",34,57,9,4.17068079388831e-11,3.35459984717189e-08,34.58
"3058",61,21,18,1.09065794275518e-09,3.46366564144741e-08,34.58
"3059",21,61,18,1.09065794275518e-09,3.57273143572293e-08,34.58
"3060",61,18,21,1.09065794275518e-09,3.68179722999845e-08,34.58
"3061",18,61,21,1.09065794275518e-09,3.79086302427397e-08,34.58
"3062",57,9,34,4.17068079388831e-11,3.79503370506786e-08,34.58
"3063",9,57,34,4.17068079388831e-11,3.79920438586174e-08,34.58
"3064",54,7,39,7.63035155638593e-12,3.79996742101738e-08,34.58
"3065",7,54,39,7.63035155638593e-12,3.80073045617302e-08,34.58
"3066",51,6,43,2.6838235962081e-12,3.80099883853264e-08,34.58
"3067",6,51,43,2.6838235962081e-12,3.80126722089226e-08,34.58
"3068",43,6,51,2.6838235962081e-12,3.80153560325188e-08,34.58
"3069",6,43,51,2.6838235962081e-12,3.8018039856115e-08,34.58
"3070",39,7,54,7.63035155638593e-12,3.80256702076714e-08,34.58
"3071",7,39,54,7.63035155638593e-12,3.80333005592278e-08,34.58
"3072",34,9,57,4.17068079388831e-11,3.80750073671667e-08,34.58
"3073",9,34,57,4.17068079388831e-11,3.81167141751056e-08,34.58
"3074",21,18,61,1.09065794275518e-09,3.92073721178608e-08,34.58
"3075",18,21,61,1.09065794275518e-09,4.0298030060616e-08,34.58
"3076",61,20,19,1.20546404199257e-09,4.15034941026085e-08,34.46
"3077",20,61,19,1.20546404199257e-09,4.27089581446011e-08,34.46
"3078",61,19,20,1.20546404199257e-09,4.39144221865937e-08,34.46
"3079",19,61,20,1.20546404199257e-09,4.51198862285862e-08,34.46
"3080",20,19,61,1.20546404199257e-09,4.63253502705788e-08,34.46
