"","V1","V2","V3","prob","cumul.prob","V6"
"1",100,0,0,1.94032521748265e-48,1.94032521748265e-48,200
"2",0,100,0,1.94032521748265e-48,3.8806504349653e-48,200
"3",0,0,100,1.94032521748265e-48,5.82097565244794e-48,200
"4",99,1,0,1.94032521748261e-46,1.99853497400709e-46,194.06
"5",1,99,0,1.94032521748261e-46,3.9388601914897e-46,194.06
"6",99,0,1,1.94032521748261e-46,5.87918540897231e-46,194.06
"7",0,99,1,1.94032521748261e-46,7.81951062645492e-46,194.06
"8",1,0,99,1.94032521748261e-46,9.75983584393753e-46,194.06
"9",0,1,99,1.94032521748261e-46,1.17001610614201e-45,194.06
"10",98,2,0,9.60460982653908e-45,1.07746259326811e-44,188.24
"11",2,98,0,9.60460982653908e-45,2.03792357592202e-44,188.24
"12",98,0,2,9.60460982653908e-45,2.99838455857593e-44,188.24
"13",0,98,2,9.60460982653908e-45,3.95884554122984e-44,188.24
"14",2,0,98,9.60460982653908e-45,4.91930652388374e-44,188.24
"15",0,2,98,9.60460982653908e-45,5.87976750653765e-44,188.24
"16",98,1,1,1.92092196530782e-44,7.80068947184547e-44,188.18
"17",1,98,1,1.92092196530782e-44,9.72161143715329e-44,188.18
"18",1,1,98,1.92092196530782e-44,1.16425334024611e-43,188.18
"19",97,3,0,3.13750587666933e-43,4.30175921691544e-43,182.54
"20",3,97,0,3.13750587666933e-43,7.43926509358476e-43,182.54
"21",97,0,3,3.13750587666933e-43,1.05767709702541e-42,182.54
"22",0,97,3,3.13750587666933e-43,1.37142768469234e-42,182.54
"23",3,0,97,3.13750587666933e-43,1.68517827235927e-42,182.54
"24",0,3,97,3.13750587666933e-43,1.99892886002621e-42,182.54
"25",97,2,1,9.41251763000795e-43,2.940180623027e-42,182.42
"26",2,97,1,9.41251763000795e-43,3.8814323860278e-42,182.42
"27",97,1,2,9.41251763000795e-43,4.82268414902859e-42,182.42
"28",1,97,2,9.41251763000795e-43,5.76393591202939e-42,182.42
"29",2,1,97,9.41251763000795e-43,6.70518767503018e-42,182.42
"30",1,2,97,9.41251763000795e-43,7.64643943803098e-42,182.42
"31",96,4,0,7.60845175092314e-42,1.52548911889541e-41,176.96
"32",4,96,0,7.60845175092314e-42,2.28633429398773e-41,176.96
"33",96,0,4,7.60845175092314e-42,3.04717946908004e-41,176.96
"34",0,96,4,7.60845175092314e-42,3.80802464417235e-41,176.96
"35",4,0,96,7.60845175092314e-42,4.56886981926467e-41,176.96
"36",0,4,96,7.60845175092314e-42,5.32971499435698e-41,176.96
"37",96,3,1,3.04338070036927e-41,8.37309569472625e-41,176.78
"38",3,96,1,3.04338070036927e-41,1.14164763950955e-40,176.78
"39",96,1,3,3.04338070036927e-41,1.44598570954648e-40,176.78
"40",1,96,3,3.04338070036927e-41,1.75032377958341e-40,176.78
"41",3,1,96,3.04338070036927e-41,2.05466184962033e-40,176.78
"42",1,3,96,3.04338070036927e-41,2.35899991965726e-40,176.78
"43",96,2,2,4.56507105055388e-41,2.81550702471265e-40,176.72
"44",2,96,2,4.56507105055388e-41,3.27201412976804e-40,176.72
"45",2,2,96,4.56507105055388e-41,3.72852123482342e-40,176.72
"46",95,5,0,1.46082273617735e-40,5.18934397100078e-40,171.5
"47",5,95,0,1.46082273617735e-40,6.65016670717813e-40,171.5
"48",95,0,5,1.46082273617735e-40,8.11098944335548e-40,171.5
"49",0,95,5,1.46082273617735e-40,9.57181217953283e-40,171.5
"50",5,0,95,1.46082273617735e-40,1.10326349157102e-39,171.5
"51",0,5,95,1.46082273617735e-40,1.24934576518875e-39,171.5
"52",95,4,1,7.30411368088668e-40,1.97975713327742e-39,171.26
"53",4,95,1,7.30411368088668e-40,2.71016850136609e-39,171.26
"54",95,1,4,7.30411368088668e-40,3.44057986945476e-39,171.26
"55",1,95,4,7.30411368088668e-40,4.17099123754343e-39,171.26
"56",4,1,95,7.30411368088668e-40,4.90140260563209e-39,171.26
"57",1,4,95,7.30411368088668e-40,5.63181397372076e-39,171.26
"58",95,3,2,1.46082273617734e-39,7.0926367098981e-39,171.14
"59",3,95,2,1.46082273617734e-39,8.55345944607544e-39,171.14
"60",95,2,3,1.46082273617734e-39,1.00142821822528e-38,171.14
"61",2,95,3,1.46082273617734e-39,1.14751049184301e-38,171.14
"62",3,2,95,1.46082273617734e-39,1.29359276546075e-38,171.14
"63",2,3,95,1.46082273617734e-39,1.43967503907848e-38,171.14
"64",94,6,0,2.31296933228074e-39,1.67097197230655e-38,166.16
"65",6,94,0,2.31296933228074e-39,1.90226890553463e-38,166.16
"66",94,0,6,2.31296933228074e-39,2.1335658387627e-38,166.16
"67",0,94,6,2.31296933228074e-39,2.36486277199077e-38,166.16
"68",6,0,94,2.31296933228074e-39,2.59615970521885e-38,166.16
"69",0,6,94,2.31296933228074e-39,2.82745663844692e-38,166.16
"70",94,5,1,1.38778159936844e-38,4.21523823781536e-38,165.86
"71",5,94,1,1.38778159936844e-38,5.60301983718381e-38,165.86
"72",94,1,5,1.38778159936844e-38,6.99080143655225e-38,165.86
"73",1,94,5,1.38778159936844e-38,8.37858303592069e-38,165.86
"74",5,1,94,1.38778159936844e-38,9.76636463528913e-38,165.86
"75",1,5,94,1.38778159936844e-38,1.11541462346576e-37,165.86
"76",94,4,2,3.46945399842106e-38,1.46236002330786e-37,165.68
"77",4,94,2,3.46945399842106e-38,1.80930542314997e-37,165.68
"78",94,2,4,3.46945399842106e-38,2.15625082299208e-37,165.68
"79",2,94,4,3.46945399842106e-38,2.50319622283418e-37,165.68
"80",4,2,94,3.46945399842106e-38,2.85014162267629e-37,165.68
"81",2,4,94,3.46945399842106e-38,3.19708702251839e-37,165.68
"82",94,3,3,4.62593866456144e-38,3.65968088897454e-37,165.62
"83",3,94,3,4.62593866456144e-38,4.12227475543068e-37,165.62
"84",3,3,94,4.62593866456144e-38,4.58486862188683e-37,165.62
"85",93,7,0,3.10598738906252e-38,4.89546736079308e-37,160.94
"86",7,93,0,3.10598738906252e-38,5.20606609969933e-37,160.94
"87",93,0,7,3.10598738906252e-38,5.51666483860558e-37,160.94
"88",0,93,7,3.10598738906252e-38,5.82726357751183e-37,160.94
"89",7,0,93,3.10598738906252e-38,6.13786231641808e-37,160.94
"90",0,7,93,3.10598738906252e-38,6.44846105532434e-37,160.94
"91",93,6,1,2.17419117234384e-37,8.62265222766818e-37,160.58
"92",6,93,1,2.17419117234384e-37,1.0796843400012e-36,160.58
"93",93,1,6,2.17419117234384e-37,1.29710345723559e-36,160.58
"94",1,93,6,2.17419117234384e-37,1.51452257446997e-36,160.58
"95",6,1,93,2.17419117234384e-37,1.73194169170436e-36,160.58
"96",1,6,93,2.17419117234384e-37,1.94936080893874e-36,160.58
"97",93,5,2,6.52257351703152e-37,2.60161816064189e-36,160.34
"98",5,93,2,6.52257351703152e-37,3.25387551234504e-36,160.34
"99",93,2,5,6.52257351703152e-37,3.9061328640482e-36,160.34
"100",2,93,5,6.52257351703152e-37,4.55839021575135e-36,160.34
"101",5,2,93,6.52257351703152e-37,5.2106475674545e-36,160.34
"102",2,5,93,6.52257351703152e-37,5.86290491915765e-36,160.34
"103",93,4,3,1.08709558617191e-36,6.95000050532956e-36,160.22
"104",4,93,3,1.08709558617191e-36,8.03709609150147e-36,160.22
"105",93,3,4,1.08709558617191e-36,9.12419167767338e-36,160.22
"106",3,93,4,1.08709558617191e-36,1.02112872638453e-35,160.22
"107",4,3,93,1.08709558617191e-36,1.12983828500172e-35,160.22
"108",3,4,93,1.08709558617191e-36,1.23854784361891e-35,160.22
"109",92,8,0,3.61071033978501e-37,1.27465494701676e-35,155.84
"110",8,92,0,3.61071033978501e-37,1.31076205041461e-35,155.84
"111",92,0,8,3.61071033978501e-37,1.34686915381246e-35,155.84
"112",0,92,8,3.61071033978501e-37,1.38297625721031e-35,155.84
"113",8,0,92,3.61071033978501e-37,1.41908336060816e-35,155.84
"114",0,8,92,3.61071033978501e-37,1.45519046400601e-35,155.84
"115",92,7,1,2.88856827182802e-36,1.74404729118881e-35,155.42
"116",7,92,1,2.88856827182802e-36,2.03290411837162e-35,155.42
"117",92,1,7,2.88856827182802e-36,2.32176094555442e-35,155.42
"118",1,92,7,2.88856827182802e-36,2.61061777273722e-35,155.42
"119",7,1,92,2.88856827182802e-36,2.89947459992002e-35,155.42
"120",1,7,92,2.88856827182802e-36,3.18833142710282e-35,155.42
"121",92,6,2,1.01099889513984e-35,4.19933032224267e-35,155.12
"122",6,92,2,1.01099889513984e-35,5.21032921738251e-35,155.12
"123",92,2,6,1.01099889513984e-35,6.22132811252235e-35,155.12
"124",2,92,6,1.01099889513984e-35,7.2323270076622e-35,155.12
"125",6,2,92,1.01099889513984e-35,8.24332590280204e-35,155.12
"126",2,6,92,1.01099889513984e-35,9.25432479794188e-35,155.12
"127",92,5,3,2.02199779027969e-35,1.12763225882216e-34,154.94
"128",5,92,3,2.02199779027969e-35,1.32983203785013e-34,154.94
"129",92,3,5,2.02199779027969e-35,1.5320318168781e-34,154.94
"130",3,92,5,2.02199779027969e-35,1.73423159590606e-34,154.94
"131",5,3,92,2.02199779027969e-35,1.93643137493403e-34,154.94
"132",3,5,92,2.02199779027969e-35,2.138631153962e-34,154.94
"133",92,4,4,2.52749723784957e-35,2.39138087774696e-34,154.88
"134",4,92,4,2.52749723784957e-35,2.64413060153192e-34,154.88
"135",4,4,92,2.52749723784957e-35,2.89688032531688e-34,154.88
"136",91,9,0,3.69094834733584e-36,2.93378980879023e-34,150.86
"137",9,91,0,3.69094834733584e-36,2.97069929226359e-34,150.86
"138",91,0,9,3.69094834733584e-36,3.00760877573695e-34,150.86
"139",0,91,9,3.69094834733584e-36,3.04451825921031e-34,150.86
"140",9,0,91,3.69094834733584e-36,3.08142774268367e-34,150.86
"141",0,9,91,3.69094834733584e-36,3.11833722615703e-34,150.86
"142",91,8,1,3.32185351260224e-35,3.45052257741725e-34,150.38
"143",8,91,1,3.32185351260224e-35,3.78270792867747e-34,150.38
"144",91,1,8,3.32185351260224e-35,4.1148932799377e-34,150.38
"145",1,91,8,3.32185351260224e-35,4.44707863119792e-34,150.38
"146",8,1,91,3.32185351260224e-35,4.77926398245815e-34,150.38
"147",1,8,91,3.32185351260224e-35,5.11144933371837e-34,150.38
"148",91,7,2,1.3287414050409e-34,6.44019073875927e-34,150.02
"149",7,91,2,1.3287414050409e-34,7.76893214380017e-34,150.02
"150",91,2,7,1.3287414050409e-34,9.09767354884108e-34,150.02
"151",2,91,7,1.3287414050409e-34,1.0426414953882e-33,150.02
"152",7,2,91,1.3287414050409e-34,1.17551563589229e-33,150.02
"153",2,7,91,1.3287414050409e-34,1.30838977639638e-33,150.02
"154",91,6,3,3.10039661176205e-34,1.61842943757258e-33,149.78
"155",6,91,3,3.10039661176205e-34,1.92846909874879e-33,149.78
"156",91,3,6,3.10039661176205e-34,2.23850875992499e-33,149.78
"157",3,91,6,3.10039661176205e-34,2.5485484211012e-33,149.78
"158",6,3,91,3.10039661176205e-34,2.8585880822774e-33,149.78
"159",3,6,91,3.10039661176205e-34,3.16862774345361e-33,149.78
"160",91,5,4,4.65059491764332e-34,3.63368723521794e-33,149.66
"161",5,91,4,4.65059491764332e-34,4.09874672698227e-33,149.66
"162",91,4,5,4.65059491764332e-34,4.5638062187466e-33,149.66
"163",4,91,5,4.65059491764332e-34,5.02886571051094e-33,149.66
"164",5,4,91,4.65059491764332e-34,5.49392520227527e-33,149.66
"165",4,5,91,4.65059491764332e-34,5.9589846940396e-33,149.66
"166",90,10,0,3.35876299607584e-35,5.99257232400036e-33,146
"167",10,90,0,3.35876299607584e-35,6.02615995396112e-33,146
"168",90,0,10,3.35876299607584e-35,6.05974758392188e-33,146
"169",0,90,10,3.35876299607584e-35,6.09333521388263e-33,146
"170",10,0,90,3.35876299607584e-35,6.12692284384339e-33,146
"171",0,10,90,3.35876299607584e-35,6.16051047380415e-33,146
"172",90,9,1,3.35876299607581e-34,6.49638677341173e-33,145.46
"173",9,90,1,3.35876299607581e-34,6.83226307301931e-33,145.46
"174",90,1,9,3.35876299607581e-34,7.16813937262689e-33,145.46
"175",1,90,9,3.35876299607581e-34,7.50401567223448e-33,145.46
"176",9,1,90,3.35876299607581e-34,7.83989197184206e-33,145.46
"177",1,9,90,3.35876299607581e-34,8.17576827144964e-33,145.46
"178",90,8,2,1.51144334823411e-33,9.68721161968374e-33,145.04
"179",8,90,2,1.51144334823411e-33,1.11986549679178e-32,145.04
"180",90,2,8,1.51144334823411e-33,1.2710098316152e-32,145.04
"181",2,90,8,1.51144334823411e-33,1.42215416643861e-32,145.04
"182",8,2,90,1.51144334823411e-33,1.57329850126202e-32,145.04
"183",2,8,90,1.51144334823411e-33,1.72444283608543e-32,145.04
"184",90,7,3,4.03051559529098e-33,2.12749439561452e-32,144.74
"185",7,90,3,4.03051559529098e-33,2.53054595514362e-32,144.74
"186",90,3,7,4.03051559529098e-33,2.93359751467272e-32,144.74
"187",3,90,7,4.03051559529098e-33,3.33664907420182e-32,144.74
"188",7,3,90,4.03051559529098e-33,3.73970063373092e-32,144.74
"189",3,7,90,4.03051559529098e-33,4.14275219326001e-32,144.74
"190",90,6,4,7.05340229175905e-33,4.84809242243592e-32,144.56
"191",6,90,4,7.05340229175905e-33,5.55343265161182e-32,144.56
"192",90,4,6,7.05340229175905e-33,6.25877288078773e-32,144.56
"193",4,90,6,7.05340229175905e-33,6.96411310996364e-32,144.56
"194",6,4,90,7.05340229175905e-33,7.66945333913954e-32,144.56
"195",4,6,90,7.05340229175905e-33,8.37479356831544e-32,144.56
"196",90,5,5,8.46408275011095e-33,9.22120184332654e-32,144.5
"197",5,90,5,8.46408275011095e-33,1.00676101183376e-31,144.5
"198",5,5,90,8.46408275011095e-33,1.09140183933487e-31,144.5
"199",89,11,0,2.7480788149712e-34,1.09414991814984e-31,141.26
"200",11,89,0,2.7480788149712e-34,1.09689799696482e-31,141.26
"201",89,0,11,2.7480788149712e-34,1.09964607577979e-31,141.26
"202",0,89,11,2.7480788149712e-34,1.10239415459476e-31,141.26
"203",11,0,89,2.7480788149712e-34,1.10514223340973e-31,141.26
"204",0,11,89,2.7480788149712e-34,1.1078903122247e-31,141.26
"205",89,10,1,3.02288669646839e-33,1.13811917918938e-31,140.66
"206",10,89,1,3.02288669646839e-33,1.16834804615407e-31,140.66
"207",89,1,10,3.02288669646839e-33,1.19857691311875e-31,140.66
"208",1,89,10,3.02288669646839e-33,1.22880578008344e-31,140.66
"209",10,1,89,3.02288669646839e-33,1.25903464704812e-31,140.66
"210",1,10,89,3.02288669646839e-33,1.2892635140128e-31,140.66
"211",89,9,2,1.51144334823418e-32,1.44040784883622e-31,140.18
"212",9,89,2,1.51144334823418e-32,1.59155218365964e-31,140.18
"213",89,2,9,1.51144334823418e-32,1.74269651848306e-31,140.18
"214",2,89,9,1.51144334823418e-32,1.89384085330647e-31,140.18
"215",9,2,89,1.51144334823418e-32,2.04498518812989e-31,140.18
"216",2,9,89,1.51144334823418e-32,2.19612952295331e-31,140.18
"217",89,8,3,4.53433004470252e-32,2.64956252742356e-31,139.82
"218",8,89,3,4.53433004470252e-32,3.10299553189381e-31,139.82
"219",89,3,8,4.53433004470252e-32,3.55642853636407e-31,139.82
"220",3,89,8,4.53433004470252e-32,4.00986154083432e-31,139.82
"221",8,3,89,4.53433004470252e-32,4.46329454530457e-31,139.82
"222",3,8,89,4.53433004470252e-32,4.91672754977482e-31,139.82
"223",89,7,4,9.06866008940506e-32,5.82359355871533e-31,139.58
"224",7,89,4,9.06866008940506e-32,6.73045956765583e-31,139.58
"225",89,4,7,9.06866008940506e-32,7.63732557659634e-31,139.58
"226",4,89,7,9.06866008940506e-32,8.54419158553684e-31,139.58
"227",7,4,89,9.06866008940506e-32,9.45105759447735e-31,139.58
"228",4,7,89,9.06866008940506e-32,1.03579236034179e-30,139.58
"229",89,6,5,1.2696124125167e-31,1.16275360159346e-30,139.46
"230",6,89,5,1.2696124125167e-31,1.28971484284512e-30,139.46
"231",89,5,6,1.2696124125167e-31,1.41667608409679e-30,139.46
"232",5,89,6,1.2696124125167e-31,1.54363732534846e-30,139.46
"233",6,5,89,1.2696124125167e-31,1.67059856660013e-30,139.46
"234",5,6,89,1.2696124125167e-31,1.7975598078518e-30,139.46
"235",88,12,0,2.03815845443687e-33,1.79959796630624e-30,136.64
"236",12,88,0,2.03815845443687e-33,1.80163612476068e-30,136.64
"237",88,0,12,2.03815845443687e-33,1.80367428321511e-30,136.64
"238",0,88,12,2.03815845443687e-33,1.80571244166955e-30,136.64
"239",12,0,88,2.03815845443687e-33,1.80775060012399e-30,136.64
"240",0,12,88,2.03815845443687e-33,1.80978875857843e-30,136.64
"241",88,11,1,2.44579014532425e-32,1.83424666003167e-30,135.98
"242",11,88,1,2.44579014532425e-32,1.85870456148491e-30,135.98
"243",88,1,11,2.44579014532425e-32,1.88316246293815e-30,135.98
"244",1,88,11,2.44579014532425e-32,1.9076203643914e-30,135.98
"245",11,1,88,2.44579014532425e-32,1.93207826584464e-30,135.98
"246",1,11,88,2.44579014532425e-32,1.95653616729788e-30,135.98
"247",88,10,2,1.34518457992837e-31,2.09105462529072e-30,135.44
"248",10,88,2,1.34518457992837e-31,2.22557308328355e-30,135.44
"249",88,2,10,1.34518457992837e-31,2.36009154127639e-30,135.44
"250",2,88,10,1.34518457992837e-31,2.49460999926923e-30,135.44
"251",10,2,88,1.34518457992837e-31,2.62912845726206e-30,135.44
"252",2,10,88,1.34518457992837e-31,2.7636469152549e-30,135.44
"253",88,9,3,4.48394859976119e-31,3.21204177523102e-30,135.02
"254",9,88,3,4.48394859976119e-31,3.66043663520714e-30,135.02
"255",88,3,9,4.48394859976119e-31,4.10883149518325e-30,135.02
"256",3,88,9,4.48394859976119e-31,4.55722635515937e-30,135.02
"257",9,3,88,4.48394859976119e-31,5.00562121513549e-30,135.02
"258",3,9,88,4.48394859976119e-31,5.45401607511161e-30,135.02
"259",88,8,4,1.00888843494626e-30,6.46290451005787e-30,134.72
"260",8,88,4,1.00888843494626e-30,7.47179294500413e-30,134.72
"261",88,4,8,1.00888843494626e-30,8.48068137995039e-30,134.72
"262",4,88,8,1.00888843494626e-30,9.48956981489664e-30,134.72
"263",8,4,88,1.00888843494626e-30,1.04984582498429e-29,134.72
"264",4,8,88,1.00888843494626e-30,1.15073466847892e-29,134.72
"265",88,7,5,1.61422149591404e-30,1.31215681807032e-29,134.54
"266",7,88,5,1.61422149591404e-30,1.47357896766172e-29,134.54
"267",88,5,7,1.61422149591404e-30,1.63500111725313e-29,134.54
"268",5,88,7,1.61422149591404e-30,1.79642326684453e-29,134.54
"269",7,5,88,1.61422149591404e-30,1.95784541643594e-29,134.54
"270",5,7,88,1.61422149591404e-30,2.11926756602734e-29,134.54
"271",88,6,6,1.88325841189968e-30,2.30759340721731e-29,134.48
"272",6,88,6,1.88325841189968e-30,2.49591924840728e-29,134.48
"273",6,6,88,1.88325841189968e-30,2.68424508959724e-29,134.48
"274",87,13,0,1.3796764922342e-32,2.68562476608948e-29,132.14
"275",13,87,0,1.3796764922342e-32,2.68700444258171e-29,132.14
"276",87,0,13,1.3796764922342e-32,2.68838411907395e-29,132.14
"277",0,87,13,1.3796764922342e-32,2.68976379556618e-29,132.14
"278",13,0,87,1.3796764922342e-32,2.69114347205841e-29,132.14
"279",0,13,87,1.3796764922342e-32,2.69252314855065e-29,132.14
"280",87,12,1,1.7935794399044e-31,2.71045894294969e-29,131.42
"281",12,87,1,1.7935794399044e-31,2.72839473734874e-29,131.42
"282",87,1,12,1.7935794399044e-31,2.74633053174778e-29,131.42
"283",1,87,12,1.7935794399044e-31,2.76426632614682e-29,131.42
"284",12,1,87,1.7935794399044e-31,2.78220212054587e-29,131.42
"285",1,12,87,1.7935794399044e-31,2.80013791494491e-29,131.42
"286",87,11,2,1.07614766394264e-30,2.90775268133918e-29,130.82
"287",11,87,2,1.07614766394264e-30,3.01536744773344e-29,130.82
"288",87,2,11,1.07614766394264e-30,3.1229822141277e-29,130.82
"289",2,87,11,1.07614766394264e-30,3.23059698052197e-29,130.82
"290",11,2,87,1.07614766394264e-30,3.33821174691623e-29,130.82
"291",2,11,87,1.07614766394264e-30,3.44582651331049e-29,130.82
"292",87,10,3,3.94587476778977e-30,3.84041399008947e-29,130.34
"293",10,87,3,3.94587476778977e-30,4.23500146686845e-29,130.34
"294",87,3,10,3.94587476778977e-30,4.62958894364743e-29,130.34
"295",3,87,10,3.94587476778977e-30,5.0241764204264e-29,130.34
"296",10,3,87,3.94587476778977e-30,5.41876389720538e-29,130.34
"297",3,10,87,3.94587476778977e-30,5.81335137398436e-29,130.34
"298",87,9,4,9.86468691947429e-30,6.79982006593179e-29,129.98
"299",9,87,4,9.86468691947429e-30,7.78628875787922e-29,129.98
"300",87,4,9,9.86468691947429e-30,8.77275744982665e-29,129.98
"301",4,87,9,9.86468691947429e-30,9.75922614177408e-29,129.98
"302",9,4,87,9.86468691947429e-30,1.07456948337215e-28,129.98
"303",4,9,87,9.86468691947429e-30,1.17321635256689e-28,129.98
"304",87,8,5,1.77564364550538e-29,1.35078071711743e-28,129.74
"305",8,87,5,1.77564364550538e-29,1.52834508166797e-28,129.74
"306",87,5,8,1.77564364550538e-29,1.70590944621851e-28,129.74
"307",5,87,8,1.77564364550538e-29,1.88347381076905e-28,129.74
"308",8,5,87,1.77564364550538e-29,2.06103817531959e-28,129.74
"309",5,8,87,1.77564364550538e-29,2.23860253987012e-28,129.74
"310",87,7,6,2.36752486067386e-29,2.47535502593751e-28,129.62
"311",7,87,6,2.36752486067386e-29,2.7121075120049e-28,129.62
"312",87,6,7,2.36752486067386e-29,2.94885999807228e-28,129.62
"313",6,87,7,2.36752486067386e-29,3.18561248413967e-28,129.62
"314",7,6,87,2.36752486067386e-29,3.42236497020705e-28,129.62
"315",6,7,87,2.36752486067386e-29,3.65911745627444e-28,129.62
"316",86,14,0,8.57370391602683e-32,3.65997482666604e-28,127.76
"317",14,86,0,8.57370391602683e-32,3.66083219705765e-28,127.76
"318",86,0,14,8.57370391602683e-32,3.66168956744925e-28,127.76
"319",0,86,14,8.57370391602683e-32,3.66254693784085e-28,127.76
"320",14,0,86,8.57370391602683e-32,3.66340430823245e-28,127.76
"321",0,14,86,8.57370391602683e-32,3.66426167862406e-28,127.76
"322",86,13,1,1.2003185482438e-30,3.67626486410649e-28,126.98
"323",13,86,1,1.2003185482438e-30,3.68826804958893e-28,126.98
"324",86,1,13,1.2003185482438e-30,3.70027123507137e-28,126.98
"325",1,86,13,1.2003185482438e-30,3.71227442055381e-28,126.98
"326",13,1,86,1.2003185482438e-30,3.72427760603625e-28,126.98
"327",1,13,86,1.2003185482438e-30,3.73628079151869e-28,126.98
"328",86,12,2,7.80207056358443e-30,3.81430149715453e-28,126.32
"329",12,86,2,7.80207056358443e-30,3.89232220279037e-28,126.32
"330",86,2,12,7.80207056358443e-30,3.97034290842622e-28,126.32
"331",2,86,12,7.80207056358443e-30,4.04836361406206e-28,126.32
"332",12,2,86,7.80207056358443e-30,4.12638431969791e-28,126.32
"333",2,12,86,7.80207056358443e-30,4.20440502533375e-28,126.32
"334",86,11,3,3.12082822543378e-29,4.51648784787713e-28,125.78
"335",11,86,3,3.12082822543378e-29,4.82857067042051e-28,125.78
"336",86,3,11,3.12082822543378e-29,5.14065349296389e-28,125.78
"337",3,86,11,3.12082822543378e-29,5.45273631550726e-28,125.78
"338",11,3,86,3.12082822543378e-29,5.76481913805064e-28,125.78
"339",3,11,86,3.12082822543378e-29,6.07690196059402e-28,125.78
"340",86,10,4,8.58227761994307e-29,6.93512972258833e-28,125.36
"341",10,86,4,8.58227761994307e-29,7.79335748458263e-28,125.36
"342",86,4,10,8.58227761994307e-29,8.65158524657694e-28,125.36
"343",4,86,10,8.58227761994307e-29,9.50981300857125e-28,125.36
"344",10,4,86,8.58227761994307e-29,1.03680407705656e-27,125.36
"345",4,10,86,8.58227761994307e-29,1.12262685325599e-27,125.36
"346",86,9,5,1.71645552398862e-28,1.29427240565485e-27,125.06
"347",9,86,5,1.71645552398862e-28,1.46591795805371e-27,125.06
"348",86,5,9,1.71645552398862e-28,1.63756351045257e-27,125.06
"349",5,86,9,1.71645552398862e-28,1.80920906285143e-27,125.06
"350",9,5,86,1.71645552398862e-28,1.98085461525029e-27,125.06
"351",5,9,86,1.71645552398862e-28,2.15250016764916e-27,125.06
"352",86,8,6,2.57468328598291e-28,2.40996849624745e-27,124.88
"353",8,86,6,2.57468328598291e-28,2.66743682484574e-27,124.88
"354",86,6,8,2.57468328598291e-28,2.92490515344403e-27,124.88
"355",6,86,8,2.57468328598291e-28,3.18237348204232e-27,124.88
"356",8,6,86,2.57468328598291e-28,3.43984181064061e-27,124.88
"357",6,8,86,2.57468328598291e-28,3.69731013923891e-27,124.88
"358",86,7,7,2.94249518398038e-28,3.99155965763694e-27,124.82
"359",7,86,7,2.94249518398038e-28,4.28580917603498e-27,124.82
"360",7,7,86,2.94249518398038e-28,4.58005869443302e-27,124.82
"361",85,15,0,4.91559024518876e-31,4.58055025345754e-27,123.5
"362",15,85,0,4.91559024518876e-31,4.58104181248206e-27,123.5
"363",85,0,15,4.91559024518876e-31,4.58153337150658e-27,123.5
"364",0,85,15,4.91559024518876e-31,4.58202493053109e-27,123.5
"365",15,0,85,4.91559024518876e-31,4.58251648955561e-27,123.5
"366",0,15,85,4.91559024518876e-31,4.58300804858013e-27,123.5
"367",85,14,1,7.37338536778303e-30,4.59038143394792e-27,122.66
"368",14,85,1,7.37338536778303e-30,4.5977548193157e-27,122.66
"369",85,1,14,7.37338536778303e-30,4.60512820468348e-27,122.66
"370",1,85,14,7.37338536778303e-30,4.61250159005126e-27,122.66
"371",14,1,85,7.37338536778303e-30,4.61987497541905e-27,122.66
"372",1,14,85,7.37338536778303e-30,4.62724836078683e-27,122.66
"373",85,13,2,5.16136975744831e-29,4.67886205836131e-27,121.94
"374",13,85,2,5.16136975744831e-29,4.7304757559358e-27,121.94
"375",85,2,13,5.16136975744831e-29,4.78208945351028e-27,121.94
"376",2,85,13,5.16136975744831e-29,4.83370315108476e-27,121.94
"377",13,2,85,5.16136975744831e-29,4.88531684865925e-27,121.94
"378",2,13,85,5.16136975744831e-29,4.93693054623373e-27,121.94
"379",85,12,3,2.23659356156086e-28,5.16058990238982e-27,121.34
"380",12,85,3,2.23659356156086e-28,5.3842492585459e-27,121.34
"381",85,3,12,2.23659356156086e-28,5.60790861470199e-27,121.34
"382",3,85,12,2.23659356156086e-28,5.83156797085807e-27,121.34
"383",12,3,85,2.23659356156086e-28,6.05522732701416e-27,121.34
"384",3,12,85,2.23659356156086e-28,6.27888668317025e-27,121.34
"385",85,11,4,6.70978068468257e-28,6.9498647516385e-27,120.86
"386",11,85,4,6.70978068468257e-28,7.62084282010676e-27,120.86
"387",85,4,11,6.70978068468257e-28,8.29182088857502e-27,120.86
"388",4,85,11,6.70978068468257e-28,8.96279895704327e-27,120.86
"389",11,4,85,6.70978068468257e-28,9.63377702551153e-27,120.86
"390",4,11,85,6.70978068468257e-28,1.03047550939798e-26,120.86
"391",85,10,5,1.47615175063013e-27,1.17809068446099e-26,120.5
"392",10,85,5,1.47615175063013e-27,1.32570585952401e-26,120.5
"393",85,5,10,1.47615175063013e-27,1.47332103458702e-26,120.5
"394",5,85,10,1.47615175063013e-27,1.62093620965003e-26,120.5
"395",10,5,85,1.47615175063013e-27,1.76855138471304e-26,120.5
"396",5,10,85,1.47615175063013e-27,1.91616655977606e-26,120.5
"397",85,9,6,2.460252917717e-27,2.16219185154776e-26,120.26
"398",9,85,6,2.460252917717e-27,2.40821714331946e-26,120.26
"399",85,6,9,2.460252917717e-27,2.65424243509116e-26,120.26
